Id,Objetivo na área de dados,Oportunidade buscada na área de dados,Tempo de busca de oportunidade na área de dados,Como tem sido a busca por um emprego na área de dados,Texto_Preprocessado,Cluster
nxkd4qjdol7vyolnxkd4s70t7j76gf7m,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
o2e4igr25xzv304wwh52no2e4iouuz7r,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
o6b2wi9sgu3h63o6b2wi001v8w9us88w,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,1 ano - 2 anos,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
o6kj6n4t2qidfkeo6kj6ndxcux3up3sa,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Analista de Negócios/Business Analyst,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,primeiro emprego tentando encontrar primeira oportunidad área dado,1
o7bf2xfsaajebyy8dwi4o7bf2xfnu3po,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Engenheiro de Machine Learning/ML Engineer,0 - 6 meses,"Já participei de 1 a 3 entrevistas, mas não fui contratado",primeiro emprego tentando encontrar primeira oportunidad área dado,1
o7g587ta3ihda8do7gxq1xpcdm68fj15,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
o7iu4881e16fo7i7sm7wxug1jrjgd33s,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,"Já participei de 1 a 3 entrevistas, mas não fui contratado",primeiro emprego tentando encontrar primeira oportunidad área dado,1
o7ps7y07v3zczoeljq5ho7ps7olsyhbb,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Cientista de Dados/Data Scientist,0 - 6 meses,"Já participei de 1 a 3 entrevistas, mas não fui contratado",migração carreira trabalho outra área busco recolocação área dado,2
o9cw5sqs4vz72zzeho9cw5s9zs3hc2mc,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,1 ano - 2 anos,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
ohwpk3ov6t158a6l6hpjlrsohwpk3ovc,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Analista de Dados/Data Analyst,1 ano - 2 anos,"Já participei de 1 a 3 entrevistas, mas não fui contratado",primeiro emprego tentando encontrar primeira oportunidad área dado,1
oj31d72fdajfuojsuc1hitwicgx5s5ts,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
okgjtp45rrrlokg5gi2z1en632mtq9j5,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Cientista de Dados/Data Scientist,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
oku3auiszazkv6j8okule0yil1g3kwbu,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
olswfqwbxizxjzkiolswf53w75s8e3tm,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Cientista de Dados/Data Scientist,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
oodzpqs4ko9qn3ve3oodzpqsgyim3y06,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
ot7l8uy8w0edtcmkvllot7liij4cc3in,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,primeiro emprego tentando encontrar primeira oportunidad área dado,1
ot97hdueoohb2pk16ot97a2hkdtsxh45,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
otxi4tpk67hucpvotxi4mf0l2mplirix,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,1 ano - 2 anos,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
oud4ayljq068aib8iaoud4q0qxib54cd,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
owebp2265r6x44q5vrowebvpmmkmr3ah,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
ox0iweyvlfpjox0p42b8wmttflkjlqv0,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
oz4f5wonilj8trotmxgjzj8svk27nmtm,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Cientista de Dados/Data Scientist,7 meses - 1 ano,"Já participei de 1 a 3 entrevistas, mas não fui contratado",migração carreira trabalho outra área busco recolocação área dado,2
p1cgi0fq807j7g8vgp1cg5f3wkl6uxsh,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
p1d1c5i0vwowuuiy52p1d1g472lqobnw,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
p1qjhmg2bpipeyh4kfqvhflp1qjhmg31,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,"Já participei de 1 a 3 entrevistas, mas não fui contratado",migração carreira trabalho outra área busco recolocação área dado,2
p2sq4ymn19c7cjlkpokelop2sq4yikr6,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,1 ano - 2 anos,"Já participei de 1 a 3 entrevistas, mas não fui contratado",primeiro emprego tentando encontrar primeira oportunidad área dado,1
p33dnibzlv8jv0jsijp33dni4hgm2c05,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Analista de BI/BI Analyst,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
p7o4a5a44264r5ne9p7oqnntsdah76o7,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,7 meses - 1 ano,"Participei de mais de 3 entrevistas, mas não fui contratado",primeiro emprego tentando encontrar primeira oportunidad área dado,1
pd4c8a1hr9p7c362qekcjwypd4c8ajct,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
pfabzzmzlgpol6yv0orr8uqpfabzzm4t,Apenas conhecimentos: Busco conhecimentos em dados para utilizar na minha área de atuação (não trabalho na área de dados),,,,apena conhecimento busco conhecimento dado utilizar área atuação trabalho área dado,0
pk61xezdwwazmpk61k2qlvxszyeyue4y,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Cientista de Dados/Data Scientist,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
pkv0ka6kqf7b5xmqbjpkv0kab9s8y3fa,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
pml2cg7frdps7jpmluzisdbsqq4jfuwt,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Analista de Dados/Data Analyst,1 ano - 2 anos,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
po746o1heztmtx6x4p6npo746s4tphc7,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Analytics Engineer,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
ppb9bks8ggf4c2vuppqrtcex1n6z1enx,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
ptf4z63kho0g0ga2ptf4ocg2ansvb7bq,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
pzlkkd8b4msguuabj27spzlkkdhal2xh,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
q08i82yourby1y6zarp8xq08i82yv6rj,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
q0fcqatddjp4lbejtq0fckp34ge61x3q,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Desenvolvedor,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
q11ub5s6eqpsaqyhncdq11ub5mt3d5lk,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
q1gm7fjuh7gxhx48r4kfs8q1gm7fi61j,Apenas conhecimentos: Busco conhecimentos em dados para utilizar na minha área de atuação (não trabalho na área de dados),,,,apena conhecimento busco conhecimento dado utilizar área atuação trabalho área dado,0
q2e9ut0icpepmq6uorq2e9ut0hpv3cjb,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
qdhic8z8jd9csypz3iiciqdhic85ncsb,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,primeiro emprego tentando encontrar primeira oportunidad área dado,1
qf9fx96sqoofvyxbq7gqf9f6vdssm908,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
qm21dzewlndykudmjhqm21d4g483emj7,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
qrih9difhc7o5gei92qrih9wcaa21al3,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
qstagrt2tvr9ltuhqhjkqstagr5oinu8,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
qw8ighqixq5hv6ttqw8i56fqml4cnrxj,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
qx14uhgv4mu35mvln3gbpqx14uhb7vir,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
qykiay8qltljygbzpyqykiat6a16woo7,Buscando desenvolvimento técnico para conseguir uma nova oportunidade na área de Dados e continuar crescendo a posições de liderança,,,,buscando desenvolvimento técnico conseguir nova oportunidad área dado continuar crescendo posiçõ liderança,4
r1cn8qgibigs5flcomo1py3r1cn82qqe,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
r1gy8ibzltcra7l3r1gy8fiqwiwhaj75,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
r5wpxy6io8w76by64r5wpxw1iuibt28i,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,7 meses - 1 ano,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
r62lq2afd9rkon2lgsdfr62lq24qr5b4,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
r7mgssfd0d6qvw1wr7mgssf5exvt0m49,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
r8d4xe7olvqo76bp90rb4r8d4x9e2tmr,Crescimento na área,,,,crescimento área,4
r8obyt7sk9pxffcayeb5r8obytqqwb55,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,7 meses - 1 ano,"Já participei de 1 a 3 entrevistas, mas não fui contratado",migração carreira trabalho outra área busco recolocação área dado,2
r9rs502faupt8f554rl4r9rs509gtocb,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,7 meses - 1 ano,"Já participei de 1 a 3 entrevistas, mas não fui contratado",primeiro emprego tentando encontrar primeira oportunidad área dado,1
r9wbut1e32h65tu5g01r9wbut7l0oql9,Ja atuo na área e quero me tornar especialista em Engenharia de Dados,,,,ja atuo área quero tornar especialista engenharia dado,4
rb2aklvzkm1a5rb2aa5mowwwhrtsxfr8,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,7 meses - 1 ano,"Já participei de 1 a 3 entrevistas, mas não fui contratado",migração carreira trabalho outra área busco recolocação área dado,2
rgbo5dsxjw1wmn15labfvrgbo5dsx56r,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Engenheiro de Machine Learning/ML Engineer,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
rgpvym66qdaja4wh86trgpvymk89eykr,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,"Já participei de 1 a 3 entrevistas, mas não fui contratado",primeiro emprego tentando encontrar primeira oportunidad área dado,1
rleh94jmuh6wbp7slboyo2lrleh94h52,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
rlhn2e77zc5xf7pp3nrlhnufrz79ir6t,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Engenheiro de Machine Learning/ML Engineer,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
ro351jths3v1j850dro351jn7x7pcgw5,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Analista de Dados/Data Analyst,1 ano - 2 anos,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
rsinfdc7ejivbcoursinfd94iwbufbao,Apenas conhecimentos: Busco conhecimentos em dados para utilizar na minha área de atuação (não trabalho na área de dados),,,,apena conhecimento busco conhecimento dado utilizar área atuação trabalho área dado,0
rt5zymqkqb0rhtyirf7rt5zy7pg5wrcn,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
s37inwhdx7vidy0fs37ijt5s6oqh6iwa,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
s60qy8rxds1xokeis60q8c7lmzas3hxj,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
s9ozjslfquaqpg42xm3s9ozjs03qxcoo,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,"Já participei de 1 a 3 entrevistas, mas não fui contratado",migração carreira trabalho outra área busco recolocação área dado,2
sdshjbkjyxi8z8ogsdsh2mx2wpt61n7b,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,7 meses - 1 ano,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
sfysa2o74eroqfqacdfqsfysa9lqy4nl,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
sg8wasj032wnsg8pyrh3cdkd9daiquu0,Eu trabalho com dados,,,,trabalho dado,4
sju7mfy58xsltz0igbsju7iyaghslm3u,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
sjwuyl7l7rcyv1xr7usjri63jwvd3h12,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
skuntvw59d9krn4sc5hskuntvw45206a,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
smufqda3epqe3zfd90smufqkbxmobbim,Apenas conhecimentos: Busco conhecimentos em dados para utilizar na minha área de atuação (não trabalho na área de dados),,,,apena conhecimento busco conhecimento dado utilizar área atuação trabalho área dado,0
sni01ziuf0lazfntu3mbwsni08rohtge,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
swvg74whsoz3we89toutswvg7mfq5bot,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
t2itihhxz6icqt2oxks4l84x5o66ikpx,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
t7u12u5ptby8ucbdt7u93tp5rrtl7637,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,UX,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
tbjqzk0zv8wphfomtbjq4de8vckvqn73,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
td1nt8596ewmwfbauqtd1nt8594b947q,Apenas conhecimentos: Busco conhecimentos em dados para utilizar na minha área de atuação (não trabalho na área de dados),,,,apena conhecimento busco conhecimento dado utilizar área atuação trabalho área dado,0
tdb5l4pz982nxcijv5tdb5lyvfszjsl7,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,7 meses - 1 ano,"Já participei de 1 a 3 entrevistas, mas não fui contratado",primeiro emprego tentando encontrar primeira oportunidad área dado,1
thjqioch3ohuvthj3k65z0hx92rz021k,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
thrl46g8vqodjmi2jthrm2mojg00fp1r,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,7 meses - 1 ano,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
tjqge83n0i27ut0w4tjqgtpba2egmf8w,Apenas conhecimentos: Busco conhecimentos em dados para utilizar na minha área de atuação (não trabalho na área de dados),,,,apena conhecimento busco conhecimento dado utilizar área atuação trabalho área dado,0
tk0xj3bjgfkan2104mrnptk0xj3bd50d,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
tl6csd26aguvfqa3eub8tl6csda925mu,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Cientista de Dados/Data Scientist,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
tuaktd7ceas6pda1r9yghtuaktd7ct8e,Já trabalho há anos na área de dados e busco aperfeiçoamento constante.,,,,trabalho ano área dado busco aperfeiçoamento constant,4
tub1n6vkctugouewi1sca3tub1dmux5x,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,7 meses - 1 ano,Ainda não me candidatei a nenhuma vaga na área,primeiro emprego tentando encontrar primeira oportunidad área dado,1
tuf8nxqczzravww65itdmtuf8nxqc4w5,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,7 meses - 1 ano,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
tukdg6tyhn9k466tukdg4mdpuruekfvl,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
tuqk87h8xkpkznhowjotuqk87npszawz,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
tzapddr62p6qa98ah6mtzapddjgnjt27,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Gerente de Área de Dados,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
u0bj0ejh0m1eiersu0bj0bvlwvulzk6p,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Cientista de Dados/Data Scientist,0 - 6 meses,"Já participei de 1 a 3 entrevistas, mas não fui contratado",migração carreira trabalho outra área busco recolocação área dado,2
u3tili6dfctxxcdsr4smu3tilv7ew9dv,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
u6fjovnhtvg0h2aju6fje5h2g127g3b8,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,primeiro emprego tentando encontrar primeira oportunidad área dado,1
u7sfzryc93bjpxu7sfg3g1qdlidknwv8,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,1 ano - 2 anos,"Já participei de 1 a 3 entrevistas, mas não fui contratado",primeiro emprego tentando encontrar primeira oportunidad área dado,1
u7yo4eir0vefj9sa49u7yock39oi8dtx,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
uapj98war86u7ose2tgsjhj20mkzvdz7,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
ucgqrq0gchv5sh2ucgqrq1omwfohcrxy,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,primeiro emprego tentando encontrar primeira oportunidad área dado,1
uhr25ka5s5oldqbj7iehuhr25kafs0ie,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
ui7s5sf4eumr5rfui78o2kp3w097rrq8,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,7 meses - 1 ano,"Já participei de 1 a 3 entrevistas, mas não fui contratado",migração carreira trabalho outra área busco recolocação área dado,2
umtxmggcrfo9ytsuu3youmtxmgg7908q,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
uqt844wqkpuqqg8vgchb16ozcvqqg8vv,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
uspoux7h6u3phogidhguspousanbpkgn,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
uxk2uhj8o086jcp85yuxk2u0c2ahgadl,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,0 - 6 meses,"Já participei de 1 a 3 entrevistas, mas não fui contratado",primeiro emprego tentando encontrar primeira oportunidad área dado,1
uxu4tafuunzzci5qauxuxbvjqkajmh69,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
uy79tpa7fy2t5dd11uy79tm8n52tzzth,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
uz326g5kcvgpla6p8xs1uz326g57r47u,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Engenheiro de Machine Learning/ML Engineer,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
uzp0346jb3ed4v8uzxb1n46oqh0ksdqi,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
v7p3ftzntq95l6kinf4z9v7p3fdf0rz2,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,7 meses - 1 ano,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
